age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,target,age_group,balance_group,day_group,duration_group,campaign_group,quarter
46,technician,divorced,tertiary,no,477,yes,no,unknown,6,114,1,0,"(45, 59]","(200, 500]","(0, 10]","(60, 120]","(0, 1]",q2
27,admin,married,secondary,no,4,yes,no,unknown,6,243,1,0,"(24, 34]","(0, 100]","(0, 10]","(240, 360]","(0, 1]",q2
43,blue-collar,married,secondary,no,1205,yes,no,unknown,6,769,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(600, 900]","(1, 2]",q2
32,technician,single,secondary,no,0,yes,yes,unknown,6,135,3,0,"(24, 34]","(-10000, 0]","(0, 10]","(120, 240]","(2, 4]",q2
40,admin,single,secondary,no,263,yes,no,unknown,6,231,1,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
38,admin,married,secondary,no,1,no,no,unknown,6,76,1,0,"(34, 45]","(0, 100]","(0, 10]","(60, 120]","(0, 1]",q2
34,blue-collar,married,secondary,no,283,no,yes,unknown,6,199,1,0,"(24, 34]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
47,blue-collar,married,primary,no,206,yes,no,unknown,6,152,1,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
42,other,married,primary,no,17,yes,no,unknown,6,124,1,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
48,technician,married,secondary,no,141,yes,yes,unknown,6,424,1,0,"(45, 59]","(100, 200]","(0, 10]","(360, 600]","(0, 1]",q2
29,other,single,tertiary,no,16,yes,no,unknown,6,43,1,0,"(24, 34]","(0, 100]","(0, 10]","(0, 60]","(0, 1]",q2
50,services,married,secondary,no,206,yes,no,unknown,6,154,1,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
52,technician,married,unknown,no,7,no,no,unknown,6,203,2,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
50,management,married,tertiary,no,0,no,no,unknown,6,326,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(240, 360]","(0, 1]",q2
58,none,married,tertiary,no,0,no,no,unknown,6,393,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(360, 600]","(0, 1]",q2
46,blue-collar,divorced,primary,no,1927,yes,no,unknown,6,241,3,0,"(45, 59]","(1000, 3000]","(0, 10]","(240, 360]","(2, 4]",q2
38,technician,married,secondary,no,284,yes,no,unknown,6,483,1,0,"(34, 45]","(200, 500]","(0, 10]","(360, 600]","(0, 1]",q2
46,blue-collar,married,secondary,no,1660,yes,no,unknown,6,259,1,0,"(45, 59]","(1000, 3000]","(0, 10]","(240, 360]","(0, 1]",q2
32,services,single,secondary,no,406,yes,no,unknown,6,227,1,0,"(24, 34]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
51,blue-collar,married,primary,no,230,yes,no,unknown,6,673,1,0,"(45, 59]","(200, 500]","(0, 10]","(600, 900]","(0, 1]",q2
39,admin,single,secondary,no,-25,yes,no,unknown,6,576,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(360, 600]","(0, 1]",q2
48,admin,married,secondary,no,182,yes,no,unknown,6,180,2,0,"(45, 59]","(100, 200]","(0, 10]","(120, 240]","(1, 2]",q2
36,other,married,tertiary,no,1169,yes,no,unknown,6,168,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q2
34,admin,divorced,secondary,no,67,yes,no,unknown,6,90,1,0,"(24, 34]","(0, 100]","(0, 10]","(60, 120]","(0, 1]",q2
40,technician,married,secondary,no,77,no,no,unknown,6,505,1,0,"(34, 45]","(0, 100]","(0, 10]","(360, 600]","(0, 1]",q2
43,none,married,secondary,no,0,yes,no,unknown,6,245,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(240, 360]","(0, 1]",q2
52,blue-collar,divorced,primary,no,55,yes,yes,unknown,6,186,1,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
33,technician,married,secondary,yes,72,yes,no,unknown,6,623,1,0,"(24, 34]","(0, 100]","(0, 10]","(600, 900]","(0, 1]",q2
49,management,single,tertiary,no,163,yes,no,unknown,6,496,3,0,"(45, 59]","(100, 200]","(0, 10]","(360, 600]","(2, 4]",q2
32,management,single,tertiary,no,151,yes,no,unknown,6,118,1,0,"(24, 34]","(100, 200]","(0, 10]","(60, 120]","(0, 1]",q2
39,admin,single,secondary,no,113,yes,no,unknown,6,342,1,0,"(34, 45]","(100, 200]","(0, 10]","(240, 360]","(0, 1]",q2
40,blue-collar,married,secondary,no,0,yes,no,unknown,6,225,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
38,technician,single,tertiary,no,9,yes,no,unknown,6,185,3,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(2, 4]",q2
43,management,married,secondary,no,375,yes,no,unknown,6,196,2,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
39,services,married,secondary,no,1142,yes,no,unknown,6,276,1,0,"(34, 45]","(1000, 3000]","(0, 10]","(240, 360]","(0, 1]",q2
54,blue-collar,married,primary,no,2102,yes,no,unknown,6,76,1,0,"(45, 59]","(1000, 3000]","(0, 10]","(60, 120]","(0, 1]",q2
38,technician,single,tertiary,no,4325,yes,no,unknown,6,87,1,0,"(34, 45]","(3000, 5000]","(0, 10]","(60, 120]","(0, 1]",q2
40,blue-collar,married,secondary,no,217,yes,no,unknown,6,195,1,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
55,admin,married,secondary,no,131,yes,no,unknown,6,744,1,0,"(45, 59]","(100, 200]","(0, 10]","(600, 900]","(0, 1]",q2
42,management,married,tertiary,no,1680,yes,no,unknown,6,765,1,0,"(34, 45]","(1000, 3000]","(0, 10]","(600, 900]","(0, 1]",q2
39,blue-collar,married,secondary,no,0,yes,no,unknown,6,262,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(240, 360]","(0, 1]",q2
40,blue-collar,married,primary,no,46,yes,no,unknown,6,119,1,0,"(34, 45]","(0, 100]","(0, 10]","(60, 120]","(0, 1]",q2
32,blue-collar,married,secondary,no,320,yes,no,unknown,6,198,2,0,"(24, 34]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
55,admin,married,secondary,no,183,yes,no,unknown,6,150,1,0,"(45, 59]","(100, 200]","(0, 10]","(120, 240]","(0, 1]",q2
45,blue-collar,married,secondary,no,39,no,no,unknown,6,241,1,0,"(34, 45]","(0, 100]","(0, 10]","(240, 360]","(0, 1]",q2
35,management,single,tertiary,no,560,yes,no,unknown,6,181,1,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
58,technician,divorced,secondary,no,469,no,no,unknown,6,196,1,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
35,admin,married,secondary,no,530,yes,no,unknown,6,149,1,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
49,services,married,primary,no,61,yes,no,unknown,6,246,1,0,"(45, 59]","(0, 100]","(0, 10]","(240, 360]","(0, 1]",q2
34,technician,single,tertiary,no,242,yes,no,unknown,6,112,1,0,"(24, 34]","(200, 500]","(0, 10]","(60, 120]","(0, 1]",q2
36,blue-collar,married,secondary,no,139,yes,no,unknown,6,309,2,0,"(34, 45]","(100, 200]","(0, 10]","(240, 360]","(1, 2]",q2
24,other,single,secondary,no,0,yes,no,unknown,6,278,1,0,"(0, 24]","(-10000, 0]","(0, 10]","(240, 360]","(0, 1]",q2
34,technician,married,secondary,no,367,yes,no,unknown,6,140,1,0,"(24, 34]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
51,admin,divorced,secondary,no,228,yes,no,unknown,6,136,1,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
39,technician,single,unknown,no,45248,yes,no,unknown,6,1623,1,1,"(34, 45]","(10000, 200000]","(0, 10]","(1200, 5000]","(0, 1]",q2
50,other,married,unknown,no,-84,yes,no,unknown,6,101,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(60, 120]","(0, 1]",q2
32,services,single,secondary,no,310,yes,no,unknown,6,144,1,0,"(24, 34]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
42,blue-collar,married,unknown,no,132,yes,no,unknown,6,238,1,0,"(34, 45]","(100, 200]","(0, 10]","(120, 240]","(0, 1]",q2
50,technician,married,secondary,no,797,yes,no,unknown,6,354,1,0,"(45, 59]","(500, 1000]","(0, 10]","(240, 360]","(0, 1]",q2
40,services,married,secondary,no,71,no,no,unknown,6,79,1,0,"(34, 45]","(0, 100]","(0, 10]","(60, 120]","(0, 1]",q2
46,management,divorced,unknown,no,2,yes,no,unknown,6,187,1,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
37,management,married,tertiary,no,231,yes,yes,unknown,6,451,2,0,"(34, 45]","(200, 500]","(0, 10]","(360, 600]","(1, 2]",q2
34,blue-collar,married,secondary,no,270,yes,yes,unknown,6,159,1,0,"(24, 34]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
44,blue-collar,married,secondary,no,274,yes,yes,unknown,6,409,1,0,"(34, 45]","(200, 500]","(0, 10]","(360, 600]","(0, 1]",q2
40,admin,single,secondary,no,-109,yes,yes,unknown,6,170,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
37,technician,married,secondary,no,1,yes,no,unknown,6,608,1,1,"(34, 45]","(0, 100]","(0, 10]","(600, 900]","(0, 1]",q2
33,blue-collar,single,secondary,yes,-60,no,no,unknown,6,243,1,0,"(24, 34]","(-10000, 0]","(0, 10]","(240, 360]","(0, 1]",q2
35,blue-collar,married,secondary,no,89,yes,no,unknown,6,145,2,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
58,blue-collar,divorced,secondary,no,-11,no,no,unknown,6,112,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(60, 120]","(0, 1]",q2
39,blue-collar,married,primary,no,0,yes,no,unknown,6,262,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(240, 360]","(1, 2]",q2
43,blue-collar,married,secondary,no,-509,yes,no,unknown,6,124,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
39,none,married,primary,no,408,yes,no,unknown,6,53,1,0,"(34, 45]","(200, 500]","(0, 10]","(0, 60]","(0, 1]",q2
36,services,single,primary,no,58,yes,no,unknown,6,134,1,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
57,none,single,secondary,no,1640,no,yes,unknown,6,204,4,0,"(45, 59]","(1000, 3000]","(0, 10]","(120, 240]","(2, 4]",q2
36,admin,single,secondary,no,20,yes,no,unknown,6,186,1,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
50,blue-collar,married,primary,no,71,yes,no,unknown,6,678,1,0,"(45, 59]","(0, 100]","(0, 10]","(600, 900]","(0, 1]",q2
55,blue-collar,married,secondary,no,52,yes,no,unknown,6,182,1,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
44,other,married,tertiary,no,292,yes,no,unknown,6,162,1,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
44,services,divorced,secondary,no,424,yes,no,unknown,6,27,1,0,"(34, 45]","(200, 500]","(0, 10]","(0, 60]","(0, 1]",q2
39,other,single,primary,no,109,yes,no,unknown,6,699,3,0,"(34, 45]","(100, 200]","(0, 10]","(600, 900]","(2, 4]",q2
46,blue-collar,married,unknown,no,1044,yes,no,unknown,6,43,1,0,"(45, 59]","(1000, 3000]","(0, 10]","(0, 60]","(0, 1]",q2
39,blue-collar,married,secondary,no,983,yes,no,unknown,6,97,1,0,"(34, 45]","(500, 1000]","(0, 10]","(60, 120]","(0, 1]",q2
34,admin,married,secondary,no,869,no,no,unknown,6,1677,1,1,"(24, 34]","(500, 1000]","(0, 10]","(1200, 5000]","(0, 1]",q2
40,blue-collar,married,primary,no,668,yes,no,unknown,6,283,2,0,"(34, 45]","(500, 1000]","(0, 10]","(240, 360]","(1, 2]",q2
50,management,married,tertiary,no,964,yes,no,unknown,6,323,1,0,"(45, 59]","(500, 1000]","(0, 10]","(240, 360]","(0, 1]",q2
31,management,single,secondary,no,301,yes,no,unknown,6,82,1,0,"(24, 34]","(200, 500]","(0, 10]","(60, 120]","(0, 1]",q2
37,admin,single,secondary,no,140,yes,no,unknown,6,310,1,0,"(34, 45]","(100, 200]","(0, 10]","(240, 360]","(0, 1]",q2
39,management,single,secondary,no,1877,yes,no,unknown,6,185,1,0,"(34, 45]","(1000, 3000]","(0, 10]","(120, 240]","(0, 1]",q2
51,blue-collar,married,primary,no,1127,yes,no,unknown,6,47,1,0,"(45, 59]","(1000, 3000]","(0, 10]","(0, 60]","(0, 1]",q2
41,technician,married,secondary,no,871,yes,no,unknown,6,145,1,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
41,technician,married,secondary,no,767,yes,yes,unknown,6,204,1,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
43,blue-collar,married,secondary,no,0,no,no,unknown,6,187,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
30,services,single,secondary,no,209,yes,no,unknown,6,30,2,0,"(24, 34]","(200, 500]","(0, 10]","(0, 60]","(1, 2]",q2
54,management,divorced,primary,no,0,no,no,unknown,6,472,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(360, 600]","(0, 1]",q2
43,blue-collar,divorced,secondary,no,110,yes,yes,unknown,6,448,1,0,"(34, 45]","(100, 200]","(0, 10]","(360, 600]","(0, 1]",q2
59,management,divorced,tertiary,no,-76,yes,yes,unknown,6,264,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(240, 360]","(0, 1]",q2
47,technician,married,unknown,no,178,yes,no,unknown,6,169,1,0,"(45, 59]","(100, 200]","(0, 10]","(120, 240]","(0, 1]",q2
40,blue-collar,married,primary,no,-66,yes,no,unknown,6,288,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(240, 360]","(0, 1]",q2
32,technician,married,secondary,no,0,yes,no,unknown,6,176,2,0,"(24, 34]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q2
29,blue-collar,married,secondary,no,1,yes,no,unknown,6,215,1,0,"(24, 34]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
36,blue-collar,married,secondary,no,0,yes,no,unknown,6,337,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(240, 360]","(0, 1]",q2
55,none,married,tertiary,no,5345,no,no,unknown,6,278,1,0,"(45, 59]","(5000, 10000]","(0, 10]","(240, 360]","(0, 1]",q2
30,blue-collar,divorced,secondary,no,-209,yes,no,unknown,6,188,2,0,"(24, 34]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q2
39,admin,single,secondary,no,0,yes,no,unknown,6,174,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q2
39,blue-collar,divorced,secondary,no,42,yes,no,unknown,6,226,2,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
50,blue-collar,divorced,secondary,no,41,yes,no,unknown,6,190,1,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
44,blue-collar,married,secondary,no,-99,yes,no,unknown,6,111,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(60, 120]","(1, 2]",q2
37,technician,single,secondary,no,17,yes,no,unknown,6,164,1,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
46,admin,married,primary,no,276,yes,yes,unknown,6,157,2,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
32,technician,single,unknown,no,-170,no,no,unknown,6,46,1,0,"(24, 34]","(-10000, 0]","(0, 10]","(0, 60]","(0, 1]",q2
37,management,single,tertiary,no,230,yes,yes,unknown,6,374,1,0,"(34, 45]","(200, 500]","(0, 10]","(360, 600]","(0, 1]",q2
29,blue-collar,married,secondary,no,9,yes,no,unknown,6,349,1,0,"(24, 34]","(0, 100]","(0, 10]","(240, 360]","(0, 1]",q2
41,blue-collar,married,secondary,no,946,yes,no,unknown,6,325,1,0,"(34, 45]","(500, 1000]","(0, 10]","(240, 360]","(0, 1]",q2
45,blue-collar,married,primary,no,1297,yes,no,unknown,6,233,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q2
57,none,divorced,secondary,no,-331,yes,no,unknown,6,531,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(360, 600]","(0, 1]",q2
48,blue-collar,single,secondary,no,44,yes,no,unknown,6,153,1,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
60,none,married,secondary,yes,15,no,no,unknown,6,80,1,0,"(59, 100]","(0, 100]","(0, 10]","(60, 120]","(0, 1]",q2
26,admin,single,secondary,no,712,yes,no,unknown,6,232,1,0,"(24, 34]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
58,none,married,secondary,no,5435,yes,no,unknown,6,118,1,0,"(45, 59]","(5000, 10000]","(0, 10]","(60, 120]","(0, 1]",q2
34,admin,married,secondary,no,507,yes,no,unknown,6,190,1,0,"(24, 34]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
55,none,divorced,secondary,no,387,yes,no,unknown,6,918,1,1,"(45, 59]","(200, 500]","(0, 10]","(900, 1200]","(0, 1]",q2
41,blue-collar,married,primary,no,0,yes,yes,unknown,6,238,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
50,management,divorced,secondary,no,1716,yes,no,unknown,6,82,1,0,"(45, 59]","(1000, 3000]","(0, 10]","(60, 120]","(0, 1]",q2
49,other,married,secondary,no,167,yes,yes,unknown,6,198,3,0,"(45, 59]","(100, 200]","(0, 10]","(120, 240]","(2, 4]",q2
44,admin,married,unknown,no,40,no,yes,unknown,6,160,2,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
44,blue-collar,married,primary,no,148,yes,no,unknown,6,211,1,0,"(34, 45]","(100, 200]","(0, 10]","(120, 240]","(0, 1]",q2
31,technician,married,secondary,no,17,yes,yes,unknown,6,120,1,0,"(24, 34]","(0, 100]","(0, 10]","(60, 120]","(0, 1]",q2
34,blue-collar,single,tertiary,no,1011,yes,no,unknown,6,136,1,0,"(24, 34]","(1000, 3000]","(0, 10]","(120, 240]","(0, 1]",q2
46,management,single,unknown,no,1527,yes,no,unknown,6,269,1,0,"(45, 59]","(1000, 3000]","(0, 10]","(240, 360]","(0, 1]",q2
42,management,married,tertiary,no,744,no,no,unknown,6,157,1,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
52,admin,married,secondary,no,484,yes,no,unknown,6,128,1,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
29,management,single,tertiary,no,0,yes,no,unknown,6,211,1,0,"(24, 34]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
53,none,married,primary,no,136,yes,no,unknown,6,267,2,0,"(45, 59]","(100, 200]","(0, 10]","(240, 360]","(1, 2]",q2
43,blue-collar,married,secondary,no,1335,yes,no,unknown,6,371,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(360, 600]","(1, 2]",q2
38,management,married,secondary,no,517,yes,no,unknown,6,288,2,0,"(34, 45]","(500, 1000]","(0, 10]","(240, 360]","(1, 2]",q2
46,management,married,tertiary,no,459,yes,no,unknown,6,221,1,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
48,management,divorced,unknown,no,549,yes,no,unknown,6,427,1,0,"(45, 59]","(500, 1000]","(0, 10]","(360, 600]","(0, 1]",q2
30,admin,divorced,secondary,no,83,yes,yes,unknown,6,310,1,0,"(24, 34]","(0, 100]","(0, 10]","(240, 360]","(0, 1]",q2
44,blue-collar,married,primary,no,213,no,no,unknown,6,158,1,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
31,other,married,primary,no,203,yes,no,unknown,6,604,3,0,"(24, 34]","(200, 500]","(0, 10]","(600, 900]","(2, 4]",q2
42,services,single,secondary,no,518,yes,no,unknown,6,198,1,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
40,management,single,tertiary,no,3877,yes,no,unknown,6,145,1,0,"(34, 45]","(3000, 5000]","(0, 10]","(120, 240]","(0, 1]",q2
52,admin,married,secondary,no,1236,yes,no,unknown,6,247,1,0,"(45, 59]","(1000, 3000]","(0, 10]","(240, 360]","(0, 1]",q2
45,blue-collar,divorced,secondary,no,756,yes,no,unknown,6,179,2,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(1, 2]",q2
48,blue-collar,married,secondary,no,157,yes,no,unknown,6,73,1,0,"(45, 59]","(100, 200]","(0, 10]","(60, 120]","(0, 1]",q2
45,blue-collar,married,primary,no,-66,yes,no,unknown,6,263,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(240, 360]","(1, 2]",q2
34,blue-collar,married,unknown,no,245,yes,no,unknown,6,13,1,0,"(24, 34]","(200, 500]","(0, 10]","(0, 60]","(0, 1]",q2
34,blue-collar,married,primary,no,-144,yes,no,unknown,6,79,2,0,"(24, 34]","(-10000, 0]","(0, 10]","(60, 120]","(1, 2]",q2
46,blue-collar,married,secondary,no,71,yes,no,unknown,6,416,1,0,"(45, 59]","(0, 100]","(0, 10]","(360, 600]","(0, 1]",q2
49,services,divorced,secondary,no,505,yes,no,unknown,6,162,1,0,"(45, 59]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
50,technician,married,primary,no,249,yes,no,unknown,6,129,1,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
34,admin,single,secondary,no,0,yes,no,unknown,6,150,1,0,"(24, 34]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
40,none,single,secondary,no,11,yes,no,unknown,6,43,1,0,"(34, 45]","(0, 100]","(0, 10]","(0, 60]","(0, 1]",q2
36,admin,married,secondary,no,639,yes,no,unknown,6,191,1,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
59,blue-collar,divorced,unknown,no,124,yes,no,unknown,6,26,1,0,"(45, 59]","(100, 200]","(0, 10]","(0, 60]","(0, 1]",q2
45,blue-collar,married,secondary,no,82,yes,no,unknown,6,250,1,0,"(34, 45]","(0, 100]","(0, 10]","(240, 360]","(0, 1]",q2
36,other,married,tertiary,no,107,yes,no,unknown,6,146,1,0,"(34, 45]","(100, 200]","(0, 10]","(120, 240]","(0, 1]",q2
56,services,married,secondary,no,473,yes,no,unknown,6,416,1,0,"(45, 59]","(200, 500]","(0, 10]","(360, 600]","(0, 1]",q2
42,services,divorced,secondary,no,372,yes,yes,unknown,6,121,2,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
30,admin,married,secondary,no,46,yes,no,unknown,6,114,2,0,"(24, 34]","(0, 100]","(0, 10]","(60, 120]","(1, 2]",q2
30,none,single,tertiary,no,34,yes,no,unknown,6,289,1,0,"(24, 34]","(0, 100]","(0, 10]","(240, 360]","(0, 1]",q2
47,other,married,unknown,no,935,yes,no,unknown,6,225,1,0,"(45, 59]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
33,blue-collar,married,secondary,no,-10,yes,no,unknown,6,123,1,0,"(24, 34]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
36,admin,married,secondary,no,-106,yes,no,unknown,6,130,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q2
39,services,divorced,primary,no,471,yes,no,unknown,6,161,2,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
56,admin,divorced,secondary,no,778,yes,no,unknown,6,149,2,0,"(45, 59]","(500, 1000]","(0, 10]","(120, 240]","(1, 2]",q2
39,blue-collar,divorced,unknown,no,170,yes,no,unknown,6,268,2,0,"(34, 45]","(100, 200]","(0, 10]","(240, 360]","(1, 2]",q2
42,technician,married,secondary,no,315,yes,no,unknown,6,259,2,0,"(34, 45]","(200, 500]","(0, 10]","(240, 360]","(1, 2]",q2
52,blue-collar,married,secondary,no,3165,no,no,unknown,6,26,1,0,"(45, 59]","(3000, 5000]","(0, 10]","(0, 60]","(0, 1]",q2
36,admin,divorced,secondary,no,131,yes,no,unknown,6,153,1,0,"(34, 45]","(100, 200]","(0, 10]","(120, 240]","(0, 1]",q2
35,other,married,secondary,yes,204,yes,no,unknown,6,424,2,0,"(34, 45]","(200, 500]","(0, 10]","(360, 600]","(1, 2]",q2
47,technician,married,secondary,no,83,yes,no,unknown,6,179,2,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
59,services,divorced,secondary,no,0,yes,yes,unknown,6,97,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(60, 120]","(0, 1]",q2
57,blue-collar,married,primary,no,5431,yes,yes,unknown,6,383,1,0,"(45, 59]","(5000, 10000]","(0, 10]","(360, 600]","(0, 1]",q2
38,management,married,unknown,no,1759,yes,no,unknown,6,440,1,0,"(34, 45]","(1000, 3000]","(0, 10]","(360, 600]","(0, 1]",q2
46,none,married,secondary,no,-125,yes,no,unknown,6,23,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(0, 60]","(0, 1]",q2
34,blue-collar,married,secondary,no,0,no,no,unknown,6,195,1,0,"(24, 34]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
28,services,single,secondary,no,5090,yes,no,unknown,6,1297,3,1,"(24, 34]","(5000, 10000]","(0, 10]","(1200, 5000]","(2, 4]",q2
38,technician,married,unknown,no,573,yes,no,unknown,6,87,1,0,"(34, 45]","(500, 1000]","(0, 10]","(60, 120]","(0, 1]",q2
56,blue-collar,married,secondary,no,1602,yes,no,unknown,6,427,1,0,"(45, 59]","(1000, 3000]","(0, 10]","(360, 600]","(0, 1]",q2
41,blue-collar,single,primary,yes,-137,yes,yes,unknown,6,189,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
52,technician,married,unknown,no,0,no,no,unknown,6,195,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
54,services,married,secondary,no,193,no,no,unknown,6,179,1,0,"(45, 59]","(100, 200]","(0, 10]","(120, 240]","(0, 1]",q2
61,none,married,secondary,no,195,yes,yes,unknown,6,179,1,0,"(59, 100]","(100, 200]","(0, 10]","(120, 240]","(0, 1]",q2
53,other,married,secondary,no,288,no,no,unknown,6,69,1,0,"(45, 59]","(200, 500]","(0, 10]","(60, 120]","(0, 1]",q2
47,technician,married,secondary,no,19,yes,no,unknown,6,105,2,0,"(45, 59]","(0, 100]","(0, 10]","(60, 120]","(1, 2]",q2
53,blue-collar,married,primary,no,25,yes,no,unknown,6,266,3,0,"(45, 59]","(0, 100]","(0, 10]","(240, 360]","(2, 4]",q2
46,services,married,secondary,no,216,yes,no,unknown,6,524,2,0,"(45, 59]","(200, 500]","(0, 10]","(360, 600]","(1, 2]",q2
39,blue-collar,divorced,primary,no,190,yes,yes,unknown,6,96,2,0,"(34, 45]","(100, 200]","(0, 10]","(60, 120]","(1, 2]",q2
56,technician,divorced,secondary,no,99,yes,no,unknown,6,155,2,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
